DATA,MENSAGEM,CLIENTE,TIPO DE SERVIÇO,EDITOR,FREQUÊNCIA,Dias até o Alarme
2024-12-02,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,195
2024-12-03,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,196
2024-12-04,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,197
2024-12-05,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,198
2024-12-06,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,199
2024-12-07,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,200
2024-12-08,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,201
2024-12-09,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,202
2024-12-10,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,203
2024-12-11,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,204
2024-12-12,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,205
2024-12-13,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,206
2024-12-14,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,207
2024-12-15,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,208
2024-12-16,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,209
2024-12-17,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,210
2024-12-18,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,211
2024-12-19,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,212
2024-12-20,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,213
2024-12-21,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,214
2024-12-22,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,215
2024-12-23,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,216
2024-12-24,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,217
2024-12-25,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,218
2024-12-26,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,219
2024-12-27,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,220
2024-12-28,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,221
2024-12-29,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,222
2024-12-30,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,223
2024-12-31,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,224
2025-01-01,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,225
2025-01-02,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,226
2025-01-03,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,227
2025-01-04,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,228
2025-01-05,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,229
2025-01-06,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,230
2025-01-07,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,231
2025-01-08,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,232
2025-01-09,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,233
2025-01-10,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,234
2025-01-11,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,235
2025-01-12,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,236
2025-01-13,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,237
2025-01-14,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,238
2025-01-15,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,239
2025-01-16,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,240
2025-01-17,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,241
2025-01-18,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,242
2025-01-19,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,243
2025-01-20,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,244
2025-01-21,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,245
2025-01-22,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,246
2025-01-23,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,247
2025-01-24,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,248
2025-01-25,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,249
2025-01-26,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,250
2025-01-27,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,251
2025-01-28,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,252
2025-01-29,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,253
2025-01-30,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,254
2025-01-31,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,255
2025-02-01,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,256
2025-02-02,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,257
2025-02-03,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,258
2025-02-04,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,259
2025-02-05,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,260
2025-02-06,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,261
2025-02-07,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,262
2025-02-08,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,263
2025-02-09,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,264
2025-02-10,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,265
2025-02-11,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,266
2025-02-12,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,267
2025-02-13,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,268
2025-02-14,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,269
2025-02-15,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,270
2025-02-16,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,271
2025-02-17,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,272
2025-02-18,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,273
2025-02-19,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,274
2025-02-20,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,275
2025-02-21,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,276
2025-02-22,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,277
2025-02-23,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,278
2025-02-24,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,279
2025-02-25,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,280
2025-02-26,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,281
2025-02-27,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,282
2025-02-28,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,283
2025-03-01,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,284
2025-03-02,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,285
2025-03-03,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,286
2025-03-04,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,287
2025-03-05,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,288
2025-03-06,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,289
2025-03-07,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,290
2025-03-08,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,291
2025-03-09,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,292
2025-03-10,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,293
2025-03-11,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,294
2025-03-12,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,295
2025-03-13,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,296
2025-03-14,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,297
2025-03-15,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,298
2025-03-16,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,299
2025-03-17,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,300
2025-03-18,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,301
2025-03-19,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,302
2025-03-20,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,303
2025-03-21,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,304
2025-03-22,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,305
2025-03-23,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,306
2025-03-24,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,307
2025-03-25,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,308
2025-03-26,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,309
2025-03-27,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,310
2025-03-28,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,311
2025-03-29,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,312
2025-03-30,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,313
2025-03-31,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,314
2025-04-01,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,315
2025-04-02,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,316
2025-04-03,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,317
2025-04-04,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,318
2025-04-05,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,319
2025-04-06,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,320
2025-04-07,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,321
2025-04-08,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,322
2025-04-09,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,323
2025-04-10,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,324
2025-04-11,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,325
2025-04-12,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,326
2025-04-13,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,327
2025-04-14,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,328
2025-04-15,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,329
2025-04-16,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,330
2025-04-17,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,331
2025-04-18,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,332
2025-04-19,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,333
2025-04-20,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,334
2025-04-21,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,335
2025-04-22,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,336
2025-04-23,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,337
2025-04-24,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,338
2025-04-25,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,339
2025-04-26,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,340
2025-04-27,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,341
2025-04-28,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,342
2025-04-29,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,343
2025-04-30,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,344
2025-05-01,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,345
2025-05-02,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,346
2025-05-03,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,347
2025-05-04,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,348
2025-05-05,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,349
2025-05-06,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,350
2025-05-07,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,351
2025-05-08,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,352
2025-05-09,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,353
2025-05-10,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,354
2025-05-11,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,355
2025-05-12,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,356
2025-05-13,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,357
2025-05-14,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,358
2025-05-15,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,359
2025-05-16,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,360
2025-05-17,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,361
2025-05-18,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,362
2025-05-19,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,363
2025-05-20,PRAZO FINAL É HOJE!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,364
2024-05-21,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,0
2024-05-22,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,1
2024-05-23,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,2
2024-05-24,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,3
2024-05-25,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,4
2024-05-26,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,5
2024-05-27,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,6
2024-05-28,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,7
2024-05-29,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,8
2024-05-30,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,9
2024-05-31,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,10
2024-06-01,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,11
2024-06-02,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,12
2024-06-03,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,13
2024-06-04,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,14
2024-06-05,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,15
2024-06-06,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,16
2024-06-07,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,17
2024-06-08,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,18
2024-06-09,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,19
2024-06-10,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,20
2024-06-11,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,21
